RKDN=3.10e-05   RKDX=2.28e-04   TENTR=1.50e-05   TENTRX=7.99e-05   VVX=-4.80e+01   RAUTEFR=5.86e-03   RAUTEFS=2.06e-03   RQICRMIN=1.55e-07   RQICRMAX=4.50e-05   RQLCR=6.81e-04   TFVI=7.37e-02   TFVL=2.00e-01   RACCEF=7.83e-01   RRIMEF=1.44e+00   RAGGEF=1.27e+00   REVASX=3.42e-07   RREVASXCS=3.05e-01   RSWINHF_LIQ=9.61e-01   RSWINHF_ICE=6.44e-01   RLWINHF_LIQ=7.78e-01   RLWINHF_ICE=8.81e-01   
RKDN=2.03e-05   RKDX=1.78e-04   TENTR=1.78e-05   TENTRX=1.42e-04   VVX=-4.07e+01   RAUTEFR=4.43e-03   RAUTEFS=3.15e-03   RQICRMIN=1.51e-07   RQICRMAX=3.37e-05   RQLCR=1.80e-04   TFVI=1.11e-01   TFVL=2.20e-02   RACCEF=1.43e+00   RRIMEF=1.19e+00   RAGGEF=3.77e-01   REVASX=5.96e-07   RREVASXCS=1.96e-01   RSWINHF_LIQ=9.11e-01   RSWINHF_ICE=5.12e-01   RLWINHF_LIQ=8.54e-01   RLWINHF_ICE=6.67e-01   
RKDN=3.74e-05   RKDX=8.52e-04   TENTR=1.64e-05   TENTRX=9.62e-05   VVX=-3.43e+01   RAUTEFR=5.59e-03   RAUTEFS=3.57e-03   RQICRMIN=3.90e-08   RQICRMAX=1.53e-05   RQLCR=8.97e-04   TFVI=2.56e-02   TFVL=1.65e-01   RACCEF=1.09e+00   RRIMEF=5.23e-01   RAGGEF=5.83e-01   REVASX=4.60e-07   RREVASXCS=6.64e-01   RSWINHF_LIQ=9.96e-01   RSWINHF_ICE=7.57e-01   RLWINHF_LIQ=9.36e-01   RLWINHF_ICE=8.61e-01   
RKDN=4.68e-05   RKDX=1.49e-04   TENTR=1.64e-05   TENTRX=1.01e-04   VVX=-3.01e+01   RAUTEFR=2.46e-03   RAUTEFS=2.15e-03   RQICRMIN=5.89e-08   RQICRMAX=2.32e-05   RQLCR=4.93e-04   TFVI=1.40e-01   TFVL=2.75e-04   RACCEF=1.23e+00   RRIMEF=8.97e-01   RAGGEF=6.50e-01   REVASX=3.26e-07   RREVASXCS=2.53e-01   RSWINHF_LIQ=7.25e-01   RSWINHF_ICE=9.47e-01   RLWINHF_LIQ=8.39e-01   RLWINHF_ICE=9.58e-01   
RKDN=2.79e-05   RKDX=8.43e-04   TENTR=1.40e-05   TENTRX=5.10e-05   VVX=-2.27e+01   RAUTEFR=4.34e-03   RAUTEFS=4.03e-03   RQICRMIN=2.09e-07   RQICRMAX=4.05e-05   RQLCR=8.00e-04   TFVI=7.22e-03   TFVL=9.59e-02   RACCEF=9.19e-01   RRIMEF=1.54e+00   RAGGEF=1.49e+00   REVASX=2.18e-07   RREVASXCS=7.91e-01   RSWINHF_LIQ=6.40e-01   RSWINHF_ICE=5.45e-01   RLWINHF_LIQ=6.40e-01   RLWINHF_ICE=8.45e-01   
RKDN=4.45e-05   RKDX=8.97e-04   TENTR=1.37e-05   TENTRX=6.08e-05   VVX=-2.21e+01   RAUTEFR=3.71e-03   RAUTEFS=3.88e-03   RQICRMIN=1.53e-08   RQICRMAX=4.52e-05   RQLCR=8.88e-04   TFVI=8.86e-02   TFVL=1.86e-01   RACCEF=8.60e-01   RRIMEF=1.65e+00   RAGGEF=4.29e-01   REVASX=6.25e-07   RREVASXCS=2.05e-01   RSWINHF_LIQ=7.46e-01   RSWINHF_ICE=9.06e-01   RLWINHF_LIQ=8.28e-01   RLWINHF_ICE=8.99e-01   
RKDN=3.88e-05   RKDX=6.62e-04   TENTR=7.69e-06   TENTRX=1.28e-04   VVX=-3.58e+01   RAUTEFR=3.90e-03   RAUTEFS=3.61e-03   RQICRMIN=7.71e-08   RQICRMAX=1.19e-05   RQLCR=9.77e-04   TFVI=9.31e-02   TFVL=5.27e-02   RACCEF=1.24e+00   RRIMEF=7.40e-01   RAGGEF=5.85e-01   REVASX=7.02e-07   RREVASXCS=1.93e-01   RSWINHF_LIQ=7.11e-01   RSWINHF_ICE=9.78e-01   RLWINHF_LIQ=8.42e-01   RLWINHF_ICE=7.85e-01   
RKDN=4.52e-05   RKDX=6.49e-05   TENTR=1.82e-05   TENTRX=7.37e-05   VVX=-4.85e+01   RAUTEFR=5.43e-03   RAUTEFS=5.08e-03   RQICRMIN=6.61e-08   RQICRMAX=4.81e-05   RQLCR=1.14e-04   TFVI=1.88e-01   TFVL=1.25e-01   RACCEF=8.10e-01   RRIMEF=1.29e+00   RAGGEF=8.84e-01   REVASX=8.68e-07   RREVASXCS=3.06e-01   RSWINHF_LIQ=8.86e-01   RSWINHF_ICE=7.13e-01   RLWINHF_LIQ=8.11e-01   RLWINHF_ICE=7.34e-01   
RKDN=2.11e-05   RKDX=4.05e-04   TENTR=1.62e-05   TENTRX=1.31e-04   VVX=-2.05e+01   RAUTEFR=4.61e-03   RAUTEFS=1.93e-03   RQICRMIN=1.21e-07   RQICRMAX=2.87e-05   RQLCR=8.58e-04   TFVI=1.19e-01   TFVL=3.77e-02   RACCEF=1.40e+00   RRIMEF=2.00e+00   RAGGEF=8.73e-01   REVASX=9.14e-07   RREVASXCS=3.16e-01   RSWINHF_LIQ=5.81e-01   RSWINHF_ICE=8.87e-01   RLWINHF_LIQ=7.24e-01   RLWINHF_ICE=5.48e-01   
RKDN=4.40e-05   RKDX=9.02e-04   TENTR=1.05e-05   TENTRX=1.32e-04   VVX=-3.71e+01   RAUTEFR=5.04e-03   RAUTEFS=5.26e-04   RQICRMIN=2.34e-07   RQICRMAX=2.24e-05   RQLCR=9.14e-04   TFVI=1.98e-01   TFVL=8.39e-02   RACCEF=6.46e-01   RRIMEF=6.89e-01   RAGGEF=5.45e-01   REVASX=9.99e-07   RREVASXCS=7.47e-01   RSWINHF_LIQ=7.41e-01   RSWINHF_ICE=6.04e-01   RLWINHF_LIQ=9.18e-01   RLWINHF_ICE=7.84e-01   
RKDN=2.40e-05   RKDX=3.48e-04   TENTR=7.50e-06   TENTRX=6.23e-05   VVX=-4.42e+01   RAUTEFR=4.71e-03   RAUTEFS=1.93e-03   RQICRMIN=1.83e-07   RQICRMAX=4.29e-05   RQLCR=3.56e-04   TFVI=1.53e-01   TFVL=3.15e-03   RACCEF=1.02e+00   RRIMEF=7.28e-01   RAGGEF=1.20e+00   REVASX=7.97e-07   RREVASXCS=1.50e-01   RSWINHF_LIQ=8.13e-01   RSWINHF_ICE=6.14e-01   RLWINHF_LIQ=9.87e-01   RLWINHF_ICE=6.26e-01   
RKDN=4.81e-05   RKDX=2.61e-04   TENTR=1.70e-05   TENTRX=6.55e-05   VVX=-2.59e+01   RAUTEFR=2.81e-03   RAUTEFS=3.58e-03   RQICRMIN=2.50e-07   RQICRMAX=4.25e-05   RQLCR=2.39e-04   TFVI=5.62e-02   TFVL=1.68e-01   RACCEF=8.52e-01   RRIMEF=1.07e+00   RAGGEF=3.18e-01   REVASX=2.34e-07   RREVASXCS=1.23e-01   RSWINHF_LIQ=7.03e-01   RSWINHF_ICE=6.63e-01   RLWINHF_LIQ=7.65e-01   RLWINHF_ICE=8.57e-01   
RKDN=4.70e-05   RKDX=5.30e-04   TENTR=7.79e-06   TENTRX=4.93e-05   VVX=-4.40e+01   RAUTEFR=3.61e-03   RAUTEFS=4.74e-03   RQICRMIN=9.12e-08   RQICRMAX=4.11e-05   RQLCR=5.87e-04   TFVI=1.17e-02   TFVL=1.76e-03   RACCEF=5.92e-01   RRIMEF=1.64e+00   RAGGEF=1.12e+00   REVASX=9.05e-07   RREVASXCS=5.42e-01   RSWINHF_LIQ=8.98e-01   RSWINHF_ICE=9.92e-01   RLWINHF_LIQ=9.14e-01   RLWINHF_ICE=7.48e-01   
RKDN=2.08e-05   RKDX=8.31e-04   TENTR=9.90e-06   TENTRX=6.44e-05   VVX=-2.01e+01   RAUTEFR=3.31e-03   RAUTEFS=4.45e-03   RQICRMIN=1.63e-07   RQICRMAX=3.84e-05   RQLCR=7.48e-04   TFVI=9.78e-02   TFVL=8.22e-02   RACCEF=1.47e+00   RRIMEF=1.37e+00   RAGGEF=1.28e+00   REVASX=6.98e-07   RREVASXCS=8.42e-01   RSWINHF_LIQ=5.49e-01   RSWINHF_ICE=9.41e-01   RLWINHF_LIQ=5.31e-01   RLWINHF_ICE=7.54e-01   
RKDN=4.59e-05   RKDX=4.82e-04   TENTR=5.91e-06   TENTRX=9.87e-05   VVX=-3.47e+01   RAUTEFR=2.71e-03   RAUTEFS=4.88e-03   RQICRMIN=2.82e-08   RQICRMAX=4.08e-05   RQLCR=6.27e-04   TFVI=2.35e-02   TFVL=3.22e-02   RACCEF=1.46e+00   RRIMEF=1.58e+00   RAGGEF=3.27e-01   REVASX=8.73e-07   RREVASXCS=9.42e-01   RSWINHF_LIQ=9.39e-01   RSWINHF_ICE=6.75e-01   RLWINHF_LIQ=6.85e-01   RLWINHF_ICE=8.70e-01   
RKDN=4.04e-05   RKDX=3.29e-04   TENTR=1.35e-05   TENTRX=1.12e-04   VVX=-4.20e+01   RAUTEFR=4.35e-03   RAUTEFS=3.24e-03   RQICRMIN=2.60e-07   RQICRMAX=4.94e-05   RQLCR=3.82e-04   TFVI=6.91e-02   TFVL=1.74e-01   RACCEF=8.89e-01   RRIMEF=8.99e-01   RAGGEF=1.37e+00   REVASX=8.01e-07   RREVASXCS=5.07e-01   RSWINHF_LIQ=7.61e-01   RSWINHF_ICE=5.27e-01   RLWINHF_LIQ=8.92e-01   RLWINHF_ICE=9.27e-01   
